优先级,不符合规则,问题分类,所属项目,所属执行,相关研发需求,任务名称,任务描述,任务类型,截止日期,任务状态,最初预计,总计消耗,预计剩余,进度,由谁创建,创建日期,由谁完成,实际完成,问题详情
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0630,64678 1208-分账进件证照自动回显、支行模糊搜索及历史银行卡复用,【后端3】5月26日收付通分账进件再优化需求评审,会议时间：2026-05-26 09:00-10:00 方案评审结论通过，待办如下： 1、调整上传提示: 修改身份证国徽面照片上传提示文案为“请上传身份证国徽面照片”。@李少君@关珊  2、测试回显失真: 测试企业营业执照自动回显图片是否失真，若失真则改为提示用户自行下载后上传。,a_dev4_control,2026-06-02,done,1,1,0,100,260298,2026-06-01 15:13:52,A80597,2026-05-26 11:28:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0630,64678 1208-分账进件证照自动回显、支行模糊搜索及历史银行卡复用,【后端1】5月26日收付通分账进件再优化需求评审,会议时间：2026-05-26 09:00-10:00 方案评审结论通过，待办如下： 1、调整上传提示: 修改身份证国徽面照片上传提示文案为“请上传身份证国徽面照片”。@李少君@关珊  2、测试回显失真: 测试企业营业执照自动回显图片是否失真，若失真则改为提示用户自行下载后上传。,a_dev4_control,2026-06-02,done,1,1,0,100,260298,2026-06-01 15:13:51,A80520,2026-05-26 17:19:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0630,64678 1208-分账进件证照自动回显、支行模糊搜索及历史银行卡复用,【UI】5月26日收付通分账进件再优化需求评审,会议时间：2026-05-26 09:00-10:00 方案评审结论通过，待办如下： 1、调整上传提示: 修改身份证国徽面照片上传提示文案为“请上传身份证国徽面照片”。@李少君@关珊  2、测试回显失真: 测试企业营业执照自动回显图片是否失真，若失真则改为提示用户自行下载后上传。,ad1_UI_des,2026-06-02,done,1,1,0,100,260298,2026-06-01 15:13:50,A80033,2026-06-01 16:11:15,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0615,64793 1195-销售订单与扣款报表多维分析扩展,【产品】5月29日1195报表（销售订单与扣款报表）优化及增加报表字段需求评审,会议时间：2026-05-29 14:00-15:00 方案评审结论通过，待办如下： 获取最新数据源文档: 要求对方将新的数据源文档发送一份，以便更新报表字段对接。   确认订单来源字段: 与财务确认意向退款单明细中是否缺少订单来源或订单类型字段，并明确字段逻辑。@连朔   重新对接分销数据源: 分销团队更新了数据结构，需重新对接并将最新文档贴到需求文档中。@连朔,ab2_request_des,2026-06-05,changed,1,1,0,100,260298,2026-06-01 15:14:24,180748,2026-06-01 15:48:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0615,64793 1195-销售订单与扣款报表多维分析扩展,【测试2】5月29日1195报表（销售订单与扣款报表）优化及增加报表字段需求评审,会议时间：2026-05-29 14:00-15:00 方案评审结论通过，待办如下： 获取最新数据源文档: 要求对方将新的数据源文档发送一份，以便更新报表字段对接。   确认订单来源字段: 与财务确认意向退款单明细中是否缺少订单来源或订单类型字段，并明确字段逻辑。@连朔   重新对接分销数据源: 分销团队更新了数据结构，需重新对接并将最新文档贴到需求文档中。@连朔,ae2_test,2026-06-05,done,1,1,0,100,260298,2026-06-01 15:14:23,A80542,2026-05-29 16:00:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0615,64793 1195-销售订单与扣款报表多维分析扩展,【测试1】5月29日1195报表（销售订单与扣款报表）优化及增加报表字段需求评审,会议时间：2026-05-29 14:00-15:00 方案评审结论通过，待办如下： 获取最新数据源文档: 要求对方将新的数据源文档发送一份，以便更新报表字段对接。   确认订单来源字段: 与财务确认意向退款单明细中是否缺少订单来源或订单类型字段，并明确字段逻辑。@连朔   重新对接分销数据源: 分销团队更新了数据结构，需重新对接并将最新文档贴到需求文档中。@连朔,ae2_test,2026-06-05,changed,1,1,0,100,260298,2026-06-01 15:14:22,550388,2026-05-29 15:00:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0615,64793 1195-销售订单与扣款报表多维分析扩展,【后端2】5月29日1195报表（销售订单与扣款报表）优化及增加报表字段需求评审,会议时间：2026-05-29 14:00-15:00 方案评审结论通过，待办如下： 获取最新数据源文档: 要求对方将新的数据源文档发送一份，以便更新报表字段对接。   确认订单来源字段: 与财务确认意向退款单明细中是否缺少订单来源或订单类型字段，并明确字段逻辑。@连朔   重新对接分销数据源: 分销团队更新了数据结构，需重新对接并将最新文档贴到需求文档中。@连朔,a_dev4_control,2026-06-05,changed,1,1,0,100,260298,2026-06-01 15:14:22,heyang,2026-05-29 15:00:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0615,64793 1195-销售订单与扣款报表多维分析扩展,【后端1】5月29日1195报表（销售订单与扣款报表）优化及增加报表字段需求评审,会议时间：2026-05-29 14:00-15:00 方案评审结论通过，待办如下： 获取最新数据源文档: 要求对方将新的数据源文档发送一份，以便更新报表字段对接。   确认订单来源字段: 与财务确认意向退款单明细中是否缺少订单来源或订单类型字段，并明确字段逻辑。@连朔   重新对接分销数据源: 分销团队更新了数据结构，需重新对接并将最新文档贴到需求文档中。@连朔,a_dev4_control,2026-06-05,changed,1,1,0,100,260298,2026-06-01 15:14:21,A80520,2026-05-29 15:20:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0615,64793 1195-销售订单与扣款报表多维分析扩展,【前端】5月29日1195报表（销售订单与扣款报表）优化及增加报表字段需求评审,会议时间：2026-05-29 14:00-15:00 方案评审结论通过，待办如下： 获取最新数据源文档: 要求对方将新的数据源文档发送一份，以便更新报表字段对接。   确认订单来源字段: 与财务确认意向退款单明细中是否缺少订单来源或订单类型字段，并明确字段逻辑。@连朔   重新对接分销数据源: 分销团队更新了数据结构，需重新对接并将最新文档贴到需求文档中。@连朔,a_dev2_front,2026-06-05,done,1,1,0,100,260298,2026-06-01 15:14:20,A80264,2026-05-29 15:00:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0615,64793 1195-销售订单与扣款报表多维分析扩展,【UI】5月29日1195报表（销售订单与扣款报表）优化及增加报表字段需求评审,会议时间：2026-05-29 14:00-15:00 方案评审结论通过，待办如下： 获取最新数据源文档: 要求对方将新的数据源文档发送一份，以便更新报表字段对接。   确认订单来源字段: 与财务确认意向退款单明细中是否缺少订单来源或订单类型字段，并明确字段逻辑。@连朔   重新对接分销数据源: 分销团队更新了数据结构，需重新对接并将最新文档贴到需求文档中。@连朔,ad1_UI_des,2026-06-05,done,1,1,0,100,260298,2026-06-01 15:14:19,a80549,2026-06-03 09:14:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0615,63992 1184-FMS侧查看收付通用户进件资料审核状态和审核驳回内容,查询优化-数据构造验证,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">构造1KW的测试数据进行查询优化</span></p>",ae2_test,2026-06-01,done,6,6,0,100,A80716,2026-06-01 08:42:29,A80716,2026-06-01 17:30:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0615,63969 1192-AI 插件与大模型之间增加一层代理,高危内容阻断与提示机制优化,,a_dev,2026-05-30,done,9,9,0,100,a80837,2026-05-26 10:57:51,a80837,2026-05-26 17:30:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0615,63992 1184-FMS侧查看收付通用户进件资料审核状态和审核驳回内容,【后端2】5月18日售后分账进件查询与优化需求评审,会议时间：2026/5/18 09:30-10:30 会议纪要：方案评审结论通过，待办如下： 修改账单详情单，删除账单中的“来自格力”四个字横杠 将工程师默认用户协议中的PDF文件转换为线上电子文件以便于提交给银联 优化审核中的内容提示，解决用户因审核状态歧义而产生的困惑,a_dev4_control,2026-05-25,done,1,1,0,100,260298,2026-05-19 17:05:55,A80520,2026-05-25 16:21:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0615,63992 1184-FMS侧查看收付通用户进件资料审核状态和审核驳回内容,【后端1】5月18日售后分账进件查询与优化需求评审,会议时间：2026/5/18 09:30-10:30 会议纪要：方案评审结论通过，待办如下： 修改账单详情单，删除账单中的“来自格力”四个字横杠 将工程师默认用户协议中的PDF文件转换为线上电子文件以便于提交给银联 优化审核中的内容提示，解决用户因审核状态歧义而产生的困惑,a_dev4_control,2026-05-25,done,1,1,0,100,260298,2026-05-19 17:05:53,180167,2026-05-18 17:30:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0615,63992 1184-FMS侧查看收付通用户进件资料审核状态和审核驳回内容,【前端2】5月18日售后分账进件查询与优化需求评审,会议时间：2026/5/18 09:30-10:30 会议纪要：方案评审结论通过，待办如下： 修改账单详情单，删除账单中的“来自格力”四个字横杠 将工程师默认用户协议中的PDF文件转换为线上电子文件以便于提交给银联 优化审核中的内容提示，解决用户因审核状态歧义而产生的困惑,a_dev2_front,2026-05-25,done,1,1,0,100,260298,2026-05-19 17:05:51,A80264,2026-05-18 10:30:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0615,63992 1184-FMS侧查看收付通用户进件资料审核状态和审核驳回内容,【前端1】5月18日售后分账进件查询与优化需求评审,会议时间：2026/5/18 09:30-10:30 会议纪要：方案评审结论通过，待办如下： 修改账单详情单，删除账单中的“来自格力”四个字横杠 将工程师默认用户协议中的PDF文件转换为线上电子文件以便于提交给银联 优化审核中的内容提示，解决用户因审核状态歧义而产生的困惑,a_dev2_front,2026-05-25,done,1,1,0,100,260298,2026-05-19 17:05:48,A80575,2026-05-18 10:30:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0615,63992 1184-FMS侧查看收付通用户进件资料审核状态和审核驳回内容,【产品2】5月18日售后分账进件查询与优化需求评审,会议时间：2026/5/18 09:30-10:30 会议纪要：方案评审结论通过，待办如下： 修改账单详情单，删除账单中的“来自格力”四个字横杠 将工程师默认用户协议中的PDF文件转换为线上电子文件以便于提交给银联 优化审核中的内容提示，解决用户因审核状态歧义而产生的困惑,ab2_request_des,2026-05-25,done,1,1,0,100,260298,2026-05-19 17:05:46,A80514,2026-05-18 14:40:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0615,63992 1184-FMS侧查看收付通用户进件资料审核状态和审核驳回内容,【产品1】5月18日售后分账进件查询与优化需求评审,会议时间：2026/5/18 09:30-10:30 会议纪要：方案评审结论通过，待办如下： 修改账单详情单，删除账单中的“来自格力”四个字横杠 将工程师默认用户协议中的PDF文件转换为线上电子文件以便于提交给银联 优化审核中的内容提示，解决用户因审核状态歧义而产生的困惑,ab2_request_des,2026-05-25,done,1,2,0,100,260298,2026-05-19 17:05:43,A80789,2026-05-18 11:30:00,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0615,63992 1184-FMS侧查看收付通用户进件资料审核状态和审核驳回内容,【UI】5月18日售后分账进件查询与优化需求评审,会议时间：2026/5/18 09:30-10:30 会议纪要：方案评审结论通过，待办如下： 修改账单详情单，删除账单中的“来自格力”四个字横杠 将工程师默认用户协议中的PDF文件转换为线上电子文件以便于提交给银联 优化审核中的内容提示，解决用户因审核状态歧义而产生的困惑,ad1_UI_des,2026-05-25,done,1,1,0,100,260298,2026-05-19 17:05:41,A80033,2026-05-20 09:43:16,任务名称包含禁用词：优化
P1,规则11,任务问题,销售财务中台管理系统,【2026】FMS-0615,63992 1184-FMS侧查看收付通用户进件资料审核状态和审核驳回内容,【测试】5月18日售后分账进件查询与优化需求评审,会议时间：2026/5/18 09:30-10:30 会议纪要：方案评审结论通过，待办如下： 修改账单详情单，删除账单中的“来自格力”四个字横杠 将工程师默认用户协议中的PDF文件转换为线上电子文件以便于提交给银联 优化审核中的内容提示，解决用户因审核状态歧义而产生的困惑,ae2_test,2026-05-25,done,1,1,0,100,260298,2026-05-19 17:05:39,A80716,2026-05-18 10:30:00,任务名称包含禁用词：优化
P1,规则11,任务问题,海外售后GAS项目,【2026】海外售后v4.4-0608,63266 H5端新增首页,需求文档编写及UI图对接及沟通,<p>需求文档编写及UI图对接及沟通</p>,a_dev2_front,2026-05-29,done,15,12,0,100,260298,2026-05-09 15:04:52,A80675,2026-05-29 17:30:00,任务名称包含禁用词：对接
P1,规则17,任务问题,销售财务中台管理系统,【2026】FMS-0430,62547 1150 - 【网批】汇票认款自动/人工切换配置更新迭代,【测试】4月23日1150 - 【网批】汇票认款自动/人工切换配置更新迭代UI评审,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">会议时间：2026/4/23 09:00-10:00</span></p>",ae2_test,2026-04-30,done,1,1,0,100,260298,2026-04-24 10:46:40,A80542,2026-04-24 17:30:00,同迭代任务名称重复，共2条
P1,规则17,任务问题,销售财务中台管理系统,【2026】FMS-0430,62547 1150 - 【网批】汇票认款自动/人工切换配置更新迭代,【测试】4月23日1150 - 【网批】汇票认款自动/人工切换配置更新迭代UI评审,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">会议时间：2026/4/23 09:00-10:00</span></p>",ae2_test,2026-04-30,cancel,1,0,1,0,260298,2026-04-24 10:35:42,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,销售财务中台管理系统,【2026】FMS-0430,61336 1155-商用项目合同模式核销逻辑体系建设,【测试】4月10日应收账款管理财务需求专项培训,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">4月10日应收账款管理财务需求专项培训</span></p>",ae2_test,2026-04-10,done,2,2,0,100,A80723,2026-04-14 08:36:25,A80723,2026-04-10 15:30:00,同迭代任务名称重复，共2条
P1,规则17,任务问题,销售财务中台管理系统,【2026】FMS-0430,61336 1155-商用项目合同模式核销逻辑体系建设,【测试】4月10日应收账款管理财务需求专项培训,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">会议时间：2026/04/10 14:00-16:00</span></p>",ae2_test,2026-04-17,done,8,5,0,100,260298,2026-04-10 16:39:48,A80716,2026-04-10 16:00:00,同迭代任务名称重复，共2条
P1,规则17,任务问题,销售财务中台管理系统,【2026】FMS-0430,60959 615 - 【网批】可配置的自动开票 - 自动开票管理,615 - 【网批】可配置的自动开票 - 自动开票管理的需求调研,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">615 - 【网批】可配置的自动开票 - 自动开票管理的需求设计</span></p>",ab2_request_des,2026-04-07,done,8,8,0,100,180747,2026-04-13 14:55:57,180747,2026-04-07 17:30:00,同迭代任务名称重复，共2条
P1,规则17,任务问题,销售财务中台管理系统,【2026】FMS-0430,60959 615 - 【网批】可配置的自动开票 - 自动开票管理,615 - 【网批】可配置的自动开票 - 自动开票管理的需求调研,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">615 - 【网批】可配置的自动开票 - 自动开票管理的需求调研</span></p>",ab1_needs_research,2026-04-06,done,10,10,0,100,180747,2026-04-13 13:50:55,180747,2026-04-06 17:30:00,同迭代任务名称重复，共2条
P1,规则17,任务问题,销售财务中台管理系统,【2026】FMS-0430,60683 2026年4月发版技术支持,0330发版支持,"<p><span style=""font-size:13px;font-family:PingFangSC, HiraginoSansGB, Roboto, Helvetica, Tahoma, sans-serif;"">0330发版支持</span></p>",a_dev4_control,2026-04-10,done,33,32,0,100,180167,2026-04-09 17:20:14,A80602,2026-04-01 20:38:00,同迭代任务名称重复，共2条
P1,规则17,任务问题,销售财务中台管理系统,【2026】FMS-0430,60683 2026年4月发版技术支持,0330发版支持,,a_dev4_control,2026-03-30,done,3,3,0,100,A80915,2026-03-30 15:34:09,A80915,2026-03-30 17:30:00,同迭代任务名称重复，共2条
P1,规则17,任务问题,销售财务中台管理系统,【2026】FMS-0430,61244 615 - 【网批】可配置的自动开票 - 新建/修改,【UI走查】615 可配置自动开票-在发票管理页添加字段设计走查,,ad1_UI_des,2026-06-30,done,2,2,0,100,a80549,2026-04-09 16:50:14,a80549,2026-05-28 16:51:00,同迭代任务名称重复，共2条
P1,规则17,任务问题,销售财务中台管理系统,【2026】FMS-0430,61245 615 - 【网批】可配置的自动开票 - 在发票管理页添加记录字段,【UI走查】615 可配置自动开票-在发票管理页添加字段设计走查,,ad1_UI_des,2026-06-30,done,2,2,0,100,a80549,2026-04-09 16:48:27,a80549,2026-05-28 16:51:00,同迭代任务名称重复，共2条
P1,规则17,任务问题,销售财务中台管理系统,【2026】FMS-0530,63250 2026年5月运维专项需求,补充钱包银行支行,<p><strong>任务描述</strong></p><p><strong>【提供者】：卢家朝</strong></p><p><strong>【执行时间】：2026年5月21日</strong></p><p><strong>【修改理由】：补充钱包银行支行</strong></p><p><strong>【执行内容】：</strong></p><p><strong>-- ES脚本</strong><,Dev_Ops,2026-05-21,wait,0.1,0,0.1,0,A80602,2026-05-21 16:18:09,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,销售财务中台管理系统,【2026】FMS-0530,63250 2026年5月运维专项需求,补充钱包银行支行,<p><strong>任务描述</strong></p><p><strong>【提供者】：卢家朝</strong></p><p><strong>【执行时间】：2026年6月4日</strong></p><p><strong>【修改理由】：补充钱包银行支行</strong></p><p><strong>【执行内容】：</strong></p><p><strong>-- ES脚本</strong></,Dev_Ops,2026-06-04,done,0.1,1,0,100,A80602,2026-06-04 10:01:00,A80447,2026-06-04 10:16:00,同迭代任务名称重复，共2条
P1,规则17,任务问题,销售财务中台管理系统,【2026】FMS-0530,63306 1176 - 网批业务板块人工认款增加添加附件以及审核功能,人工认款审核、认款记录页面前端联调,人工认款审核、认款记录页面前端联调,a_dev4_control,2026-05-30,done,9,9,0,100,yuli,2026-05-18 10:21:27,180152,2026-05-25 17:30:00,同迭代任务名称重复，共2条
P1,规则17,任务问题,销售财务中台管理系统,【2026】FMS-0530,63306 1176 - 网批业务板块人工认款增加添加附件以及审核功能,人工认款审核、认款记录页面前端联调,人工认款审核、认款记录页面前端联调,a_dev4_control,2026-05-20,done,9,9,0,100,yuli,2026-05-18 10:21:27,A80735,2026-05-20 17:30:00,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【运维】后端应用迁移（生产环境）,后端应用迁移,a_dev4_control,2026-06-16,wait,18,0,18,0,260298,2026-05-12 11:28:18,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【运维】后端应用迁移（生产环境）,后端应用迁移,a_dev4_control,2026-06-16,cancel,18,0,18,0,260298,2026-05-12 10:55:47,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【运维】前端应用迁移（生产环境）,前端应用迁移,a_dev4_control,2026-06-12,wait,9,0,9,0,260298,2026-05-12 11:28:18,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【运维】前端应用迁移（生产环境）,前端应用迁移,a_dev4_control,2026-06-12,cancel,9,0,9,0,260298,2026-05-12 10:55:47,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【运维】Elasticsearch 迁移：快照恢复 + 索引 /mapping 验证（生产环境）,Elasticsearch 迁移：快照恢复 + 索引 /mapping 验证,a_dev4_control,2026-06-11,wait,9,0,9,0,260298,2026-05-12 11:28:18,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【运维】Elasticsearch 迁移：快照恢复 + 索引 /mapping 验证（生产环境）,Elasticsearch 迁移：快照恢复 + 索引 /mapping 验证,a_dev4_control,2026-06-11,cancel,9,0,9,0,260298,2026-05-12 10:55:47,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【运维】中间件迁移（生产环境）,Nacos 集群迁移：配置 / 服务数据迁移 + 集群健康检查,a_dev4_control,2026-06-10,wait,9,0,9,0,260298,2026-05-12 11:28:18,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【运维】中间件迁移（生产环境）,Nacos 集群迁移：配置 / 服务数据迁移 + 集群健康检查,a_dev4_control,2026-06-10,cancel,9,0,9,0,260298,2026-05-12 10:55:47,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【运维】Redis 迁移：数据验证（生产环境）,Redis 迁移：数据验证,a_dev4_control,2026-06-09,wait,9,0,9,0,260298,2026-05-12 11:28:18,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【运维】Redis 迁移：数据验证（生产环境）,Redis 迁移：数据验证,a_dev4_control,2026-06-09,cancel,9,0,9,0,260298,2026-05-12 10:55:47,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【运维】MySQL 迁移：全量导出导入 + 权限配置 + 数据一致性校验（生产环境）,MySQL 迁移：全量导出导入 + 权限配置 + 数据一致性校验,a_dev4_control,2026-06-08,wait,9,0,9,0,260298,2026-05-12 11:28:18,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【运维】MySQL 迁移：全量导出导入 + 权限配置 + 数据一致性校验（生产环境）,MySQL 迁移：全量导出导入 + 权限配置 + 数据一致性校验,a_dev4_control,2026-06-08,cancel,9,0,9,0,260298,2026-05-12 10:55:47,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【运维】生产环境Jenkins 迁移+验证,Jenkins 迁移：验证,a_dev4_control,2026-06-05,wait,9,0,9,0,260298,2026-05-12 11:28:18,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【运维】生产环境Jenkins 迁移+验证,Jenkins 迁移：验证,a_dev4_control,2026-06-05,cancel,9,0,9,0,260298,2026-05-12 10:55:47,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【运维】生产Harbor 迁移+验证,Harbor 迁移： 验证,a_dev4_control,2026-06-04,wait,9,0,9,0,260298,2026-05-12 11:28:18,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【运维】生产Harbor 迁移+验证,Harbor 迁移： 验证,a_dev4_control,2026-06-04,cancel,9,0,9,0,260298,2026-05-12 10:55:47,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【运维】生产环境Nexus 迁移验证,Nexus 迁移：验证,a_dev4_control,2026-06-03,wait,9,0,9,0,260298,2026-05-12 11:28:18,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【运维】生产环境Nexus 迁移验证,Nexus 迁移：验证,a_dev4_control,2026-06-03,cancel,9,0,9,0,260298,2026-05-12 10:55:47,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【测试】系统迁移测试报告输出,输出测试报告,ae2_test,2026-06-26,wait,10,0,10,0,260298,2026-05-12 11:28:18,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【测试】系统迁移测试报告输出,输出测试报告,ae2_test,2026-06-26,cancel,10,0,10,0,260298,2026-05-12 10:55:47,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【测试】生产环境系统迁移兼容性测试,兼容性测试,ae2_test,2026-06-24,wait,15,0,15,0,260298,2026-05-12 11:28:18,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【测试】生产环境系统迁移兼容性测试,兼容性测试,ae2_test,2026-06-24,cancel,15,0,15,0,260298,2026-05-12 10:55:47,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【测试】生产环境系统迁移功能回归测试,主流程回归测试,ae2_test,2026-06-24,wait,20,0,20,0,260298,2026-05-12 11:28:18,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【测试】生产环境系统迁移功能回归测试,主流程回归测试,ae2_test,2026-06-24,cancel,20,0,20,0,260298,2026-05-12 10:55:47,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【测试】测试环境系统迁移兼容性测试、常规安全测试,常规安全测试、兼容性测试,ae2_test,2026-06-17,wait,20,0,20,0,260298,2026-05-12 11:28:18,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【测试】测试环境系统迁移兼容性测试、常规安全测试,常规安全测试、兼容性测试,ae2_test,2026-06-17,cancel,20,0,20,0,260298,2026-05-12 10:55:47,,None,同迭代任务名称重复，共2条
P1,规则17,任务问题,海外售后GAS项目,【2026】海外售后服务器迁移-0630,63516 2026年6月海外售后AWS云迁移至Oracle云需求,【测试】测试环境系统迁移功能回归测试,模块功能回归测试,ae2_test,2026-06-17,wait,20,0,20,0,260298,2026-05-12 11:28:18,,None,同迭代任务名称重复，共2条
